Brand,Model,Year,Horsepower,Engine_Size,Weight,Torque,Acceleration_0_100,Power_Weight,Torque_Weight,Drivetrain,Transmission
Porsche,911 Turbo S,2016,586,5.0,3593,563,2.42,0.16309490676315058,0.15669357083217367,RWD,DCT
Mercedes-AMG,SL63 AMG,2023,590,6.4,4359,563,3.69,0.13535214498738243,0.12915806377609543,AWD,Auto
Rolls-Royce,Phantom,2017,544,5.5,5602,521,5.07,0.09710817565155301,0.09300249910746163,RWD,Auto
Mercedes-AMG,SL63 AMG,2023,594,5.8,4397,696,3.58,0.13509210825562884,0.1582897430065954,AWD,Auto
Rolls-Royce,Ghost,2014,583,5.9,5399,544,4.41,0.10798295980737174,0.10075939988886831,AWD,Auto
Mercedes-AMG,GT63 S,2023,608,3.8,4629,624,3.04,0.13134586303737308,0.13480233311730394,RWD,Auto
McLaren,765LT,2022,759,3.6,2968,818,2.76,0.2557277628032345,0.2756064690026954,RWD,DCT
Bentley,Flying Spur,2024,598,7.2,4856,586,3.81,0.12314662273476112,0.12067545304777595,RWD,Auto
Ferrari,812 Superfast,2021,786,3.6,3851,808,2.91,0.2041028304336536,0.20981563230329783,AWD,DCT
Ferrari,F8 Tributo,2022,704,7.3,3211,702,2.86,0.2192463407038306,0.21862348178137653,AWD,DCT
Bentley,Continental GT Speed,2018,654,4.4,4953,780,3.64,0.13204118715929739,0.15748031496062992,RWD,DCT
Lamborghini,Aventador SVJ,2020,759,4.6,3800,854,2.79,0.19973684210526316,0.22473684210526315,AWD,Auto
McLaren,Artura,2022,678,2.2,3305,649,3.01,0.20514372163388805,0.19636913767019668,RWD,DCT
Bentley,Bentayga Speed,2022,647,6.8,5722,590,3.99,0.11307235232436211,0.10311080041943377,RWD,Auto
Bentley,Continental GT Speed,2015,632,6.2,4921,661,3.58,0.12842918106076,0.13432229221702907,AWD,DCT
McLaren,720S,2018,706,4.4,3058,833,2.78,0.23086984957488554,0.2724002616088947,AWD,DCT
Mercedes-AMG,GT Black Series,2021,727,7.5,3538,720,2.98,0.2054833239118146,0.2035048049745619,RWD,DCT
Ferrari,812 Superfast,2023,790,5.6,3783,944,2.89,0.20882897171556966,0.24953740417657944,RWD,DCT
Bentley,Continental GT Speed,2022,632,5.2,5065,602,3.64,0.12477788746298124,0.11885488647581441,RWD,DCT
Bentley,Flying Spur,2022,593,6.2,4854,535,3.85,0.12216728471363823,0.11021837659662134,RWD,Auto
BMW,XM Label Red,2024,740,2.3,6045,762,3.73,0.12241521918941274,0.1260545905707196,RWD,Auto
Bentley,Continental GT Speed,2018,638,2.0,4946,593,3.67,0.12899312575818844,0.1198948645369996,AWD,DCT
Porsche,911 GT3 RS,2019,515,6.6,3242,525,3.02,0.15885256014805677,0.16193707587908698,RWD,DCT
Mercedes-AMG,GT63 S,2022,616,6.6,4758,627,3.07,0.1294661622530475,0.1317780580075662,AWD,Auto
Bentley,Bentayga Speed,2022,639,2.2,5784,690,3.87,0.11047717842323651,0.11929460580912864,AWD,Auto
McLaren,720S,2023,713,6.1,3073,757,2.84,0.23202082655385617,0.2463390823299707,AWD,DCT
Bugatti,Chiron,2019,1568,4.5,4457,1515,2.31,0.35180614763293694,0.33991474085707873,AWD,DCT
Bentley,Bentayga Speed,2022,643,3.6,5704,740,3.9,0.11272791023842917,0.1297335203366059,RWD,Auto
Rolls-Royce,Wraith,2014,639,2.8,5369,680,4.22,0.11901657664369529,0.12665300800894022,RWD,Auto
Bugatti,Chiron,2019,1523,6.3,4454,1723,2.3,0.34193982936686124,0.38684328693309383,AWD,DCT
Rolls-Royce,Ghost,2012,585,2.7,5449,691,4.6,0.10735914846760873,0.12681225913011562,AWD,Auto
Rolls-Royce,Ghost,2020,564,4.0,5455,562,4.72,0.10339138405132905,0.10302474793767186,RWD,Auto
Rolls-Royce,Wraith,2022,629,3.3,5385,719,4.25,0.11680594243268339,0.13351903435468895,RWD,Auto
Ferrari,F8 Tributo,2020,719,3.1,3128,780,2.88,0.22985933503836317,0.24936061381074168,AWD,DCT
Rolls-Royce,Phantom,2018,561,4.1,5690,602,5.29,0.09859402460456942,0.10579964850615114,AWD,Auto
Porsche,911 Turbo S,2015,597,3.2,3603,704,2.33,0.16569525395503748,0.19539272828198723,RWD,DCT
McLaren,765LT,2023,755,3.8,3036,698,2.65,0.2486824769433465,0.22990777338603424,RWD,DCT
Rolls-Royce,Wraith,2017,622,2.8,5331,615,4.34,0.11667604577002438,0.11536297129994373,AWD,Auto
Porsche,911 Turbo S,2016,592,7.6,3596,691,2.53,0.1646273637374861,0.1921579532814238,RWD,DCT
Bentley,Continental GT Speed,2021,638,3.7,5150,582,3.51,0.12388349514563107,0.11300970873786408,RWD,DCT
Porsche,911 GT3 RS,2017,506,3.7,3304,592,3.07,0.15314769975786924,0.1791767554479419,AWD,DCT
Bentley,Continental GT Speed,2017,638,6.8,5101,649,3.59,0.1250735149970594,0.1272299549108018,RWD,DCT
Lamborghini,Aventador SVJ,2021,767,7.4,3966,700,2.71,0.19339384770549672,0.17650025214321735,AWD,Auto
Aston Martin,Valkyrie,2023,1115,7.3,2725,1121,2.49,0.4091743119266055,0.4113761467889908,AWD,Auto
Rolls-Royce,Ghost,2020,601,4.5,5456,603,4.6,0.11015395894428152,0.11052052785923754,RWD,Auto
Porsche,911 Turbo S,2014,618,3.7,3573,714,2.54,0.17296389588581024,0.1998320738874895,RWD,DCT
McLaren,Artura,2023,648,5.8,3455,774,3.04,0.18755426917510853,0.2240231548480463,RWD,DCT
Porsche,911 GT3 RS,2022,500,2.2,3232,593,3.14,0.1547029702970297,0.18347772277227722,RWD,DCT
Aston Martin,DB11 AMR,2023,612,6.7,3922,656,3.66,0.1560428352881183,0.16726160122386538,AWD,Auto
Ferrari,SF90 Stradale,2024,978,7.9,3695,1168,2.02,0.26468200270635994,0.31610284167794317,RWD,DCT
Lamborghini,Aventador SVJ,2019,752,4.2,3944,768,2.71,0.19066937119675456,0.1947261663286004,RWD,Auto
Mercedes-AMG,SL63 AMG,2014,592,3.7,4115,592,3.52,0.14386391251518835,0.14386391251518835,RWD,Auto
Aston Martin,Valkyrie,2023,1137,2.8,2809,1040,2.35,0.40477038091847634,0.3702385190459238,RWD,Auto
Mercedes-AMG,GT63 S,2020,625,2.4,4795,653,3.16,0.13034410844629823,0.1361835245046924,RWD,Auto
McLaren,765LT,2021,763,3.6,3098,788,2.75,0.2462879276952873,0.2543576500968367,RWD,DCT
Aston Martin,Valkyrie,2023,1115,4.8,2807,1237,2.56,0.397221232632704,0.44068400427502674,AWD,Auto
Aston Martin,Valkyrie,2022,1137,5.9,2844,1320,2.57,0.399789029535865,0.4641350210970464,RWD,Auto
Aston Martin,DB11 AMR,2024,621,5.7,3984,697,3.61,0.1558734939759036,0.17494979919678716,RWD,Auto
McLaren,765LT,2023,759,6.5,2972,813,2.74,0.2553835800807537,0.27355316285329745,AWD,DCT
Porsche,911 GT2 RS,2020,693,3.3,3280,774,2.71,0.21128048780487804,0.23597560975609755,RWD,DCT
Aston Martin,Valkyrie,2023,1132,7.9,2782,1132,2.42,0.406901509705248,0.406901509705248,RWD,Auto
Mercedes-AMG,GT Black Series,2021,720,4.9,3513,862,3.09,0.2049530315969257,0.24537432393965272,AWD,DCT
BMW,M8 Competition,2020,602,3.5,4477,668,3.15,0.13446504355595265,0.14920705829796738,AWD,Auto
Aston Martin,Valkyrie,2024,1147,6.6,2738,1179,2.56,0.4189189189189189,0.4306062819576333,AWD,Auto
Lamborghini,Revuelto,2024,1005,7.4,4413,1022,2.13,0.22773623385452074,0.2315884885565375,RWD,DCT
Bugatti,Chiron,2022,1477,5.4,4414,1737,2.32,0.33461712732215676,0.3935206162211146,AWD,DCT
BMW,M8 Competition,2020,615,2.1,4300,562,3.15,0.14302325581395348,0.13069767441860466,RWD,Auto
BMW,M8 Competition,2023,616,3.7,4331,578,3.02,0.1422304317709536,0.13345647656430384,RWD,Auto
Mercedes-AMG,SL63 AMG,2014,578,3.9,4297,564,3.62,0.13451245054689318,0.13125436350942518,RWD,Auto
McLaren,765LT,2022,761,2.5,3050,725,2.65,0.24950819672131147,0.23770491803278687,AWD,DCT
BMW,M5 CS,2022,634,7.0,4132,759,3.05,0.15343659244917715,0.18368828654404645,RWD,Auto
Aston Martin,DBS Superleggera,2020,715,5.3,3841,818,3.37,0.1861494402499349,0.21296537360062484,RWD,Auto
Ferrari,F8 Tributo,2020,719,2.3,3230,831,2.86,0.22260061919504645,0.25727554179566564,RWD,DCT
Porsche,911 Turbo S,2022,632,2.3,3579,658,2.62,0.17658563844649344,0.1838502374965074,RWD,DCT
Lamborghini,Aventador SVJ,2020,753,7.3,4039,903,2.87,0.18643228521911365,0.22357019064124783,AWD,Auto
Bugatti,Chiron,2022,1494,3.4,4463,1716,2.37,0.33475240869370376,0.3844947344835313,RWD,DCT
Bentley,Bentayga Speed,2023,637,3.2,5619,675,3.92,0.11336536750311443,0.1201281366791244,RWD,Auto
Rolls-Royce,Phantom,2010,563,4.9,5868,516,5.08,0.09594410361281527,0.08793456032719836,RWD,Auto
Rolls-Royce,Wraith,2021,610,4.1,5213,725,4.32,0.1170151544216382,0.13907538845194706,RWD,Auto
Bentley,Flying Spur,2021,603,7.3,4957,668,3.81,0.121646156949768,0.1347589267702239,AWD,Auto
Ferrari,SF90 Stradale,2021,986,4.4,3681,1096,2.08,0.2678619940233632,0.297745177940777,RWD,DCT
Rolls-Royce,Wraith,2021,634,3.0,5309,693,4.3,0.11941985307967602,0.1305330570728951,RWD,Auto
Mercedes-AMG,GT63 S,2020,612,5.2,4654,627,3.24,0.13149978513107005,0.134722819080361,RWD,Auto
Bentley,Continental GT Speed,2020,655,5.5,4912,785,3.56,0.1333469055374593,0.15981270358306188,RWD,DCT
BMW,M5 CS,2021,630,2.8,4121,651,2.96,0.1528755156515409,0.1579713661732589,AWD,Auto
Ferrari,SF90 Stradale,2021,996,3.6,3663,1000,2.02,0.2719082719082719,0.273000273000273,AWD,DCT
Lamborghini,Aventador SVJ,2020,750,6.6,3800,687,2.83,0.19736842105263158,0.18078947368421053,AWD,Auto
Rolls-Royce,Wraith,2021,631,7.6,5315,756,4.22,0.1187206020696143,0.14223894637817497,RWD,Auto
Lamborghini,Aventador SVJ,2018,758,7.3,4140,806,2.75,0.18309178743961352,0.19468599033816425,RWD,Auto
BMW,XM Label Red,2023,738,6.8,6075,822,3.89,0.12148148148148148,0.13530864197530865,AWD,Auto
Aston Martin,DBS Superleggera,2019,708,2.9,3823,646,3.39,0.1851948731362804,0.1689772430028773,AWD,Auto
Ferrari,SF90 Stradale,2023,951,3.7,3749,866,2.36,0.2536676447052547,0.23099493198186183,AWD,DCT
Lamborghini,Revuelto,2024,1003,7.1,4453,1167,2.39,0.22524141028520098,0.2620705142600494,RWD,DCT
Porsche,911 Turbo S,2014,619,6.0,3635,638,2.46,0.1702888583218707,0.17551581843191197,AWD,DCT
BMW,XM Label Red,2024,739,6.2,6069,827,3.71,0.12176635360026364,0.1362662712143681,RWD,Auto
Bugatti,Mistral,2023,1596,7.5,4478,1646,2.26,0.3564091112103618,0.36757481018311744,RWD,DCT
Rolls-Royce,Wraith,2019,612,7.3,5229,654,4.22,0.11703958691910499,0.12507171543316123,AWD,Auto
McLaren,720S,2019,712,3.3,3062,809,2.73,0.232527759634226,0.2642064010450686,RWD,DCT
Bentley,Flying Spur,2024,583,6.8,4868,627,3.89,0.11976170912078883,0.12880032867707478,AWD,Auto
Lamborghini,Revuelto,2023,1005,7.1,4333,963,2.34,0.23194091853219478,0.22224786522040157,RWD,DCT
Porsche,911 GT3 RS,2016,510,4.5,3311,535,3.2,0.15403201449713078,0.16158260344306857,AWD,DCT
Lamborghini,Revuelto,2023,1008,2.7,4343,1174,2.17,0.2320976283674879,0.27032005526134006,AWD,DCT
BMW,M5 CS,2021,631,3.2,4063,574,2.95,0.1553039625892198,0.14127492000984493,RWD,Auto
Bugatti,Divo,2021,1519,3.7,4435,1730,2.32,0.34250281848928976,0.3900789177001127,AWD,DCT
Rolls-Royce,Wraith,2020,620,3.8,5309,688,4.21,0.11678282162365794,0.1295912601243172,RWD,Auto
Lamborghini,Huracan EVO,2019,640,6.6,3249,634,3.17,0.19698368728839644,0.1951369652200677,RWD,DCT
Bentley,Flying Spur,2022,604,4.1,5006,679,3.92,0.1206552137435078,0.13563723531761887,RWD,Auto
McLaren,720S,2020,719,6.0,3124,650,2.78,0.23015364916773368,0.20806658130601793,RWD,DCT
Ferrari,F8 Tributo,2023,711,4.1,3257,652,2.86,0.21829904820386858,0.2001842186060792,AWD,DCT
Rolls-Royce,Ghost,2023,561,4.3,5476,567,4.41,0.10244704163623082,0.1035427319211103,AWD,Auto
McLaren,765LT,2022,753,4.5,3033,848,2.68,0.24826904055390703,0.2795911638641609,RWD,DCT
Porsche,911 GT2 RS,2018,698,2.7,3382,677,2.69,0.2063867534003548,0.20017740981667653,RWD,DCT
Bugatti,Mistral,2024,1587,6.0,4479,1526,2.11,0.3543201607501674,0.34070104934137085,RWD,DCT
Aston Martin,DB11 AMR,2019,630,2.7,4080,656,3.53,0.15441176470588236,0.1607843137254902,AWD,Auto
Bugatti,Mistral,2024,1599,4.7,4473,1820,2.19,0.35747820254862506,0.40688575899843504,AWD,DCT
Ferrari,F8 Tributo,2021,716,3.8,3137,676,2.82,0.22824354478801404,0.21549250876633727,AWD,DCT
Porsche,911 GT3 RS,2020,505,4.4,3200,599,3.23,0.1578125,0.1871875,AWD,DCT
Aston Martin,DBS Superleggera,2019,703,3.5,4009,649,3.38,0.17535545023696683,0.16188575704664504,RWD,Auto
Porsche,911 Turbo S,2018,584,5.5,3628,672,2.48,0.1609702315325248,0.185226019845645,RWD,DCT
BMW,M8 Competition,2023,604,7.2,4415,556,3.1,0.13680634201585504,0.1259343148357871,RWD,Auto
Aston Martin,DB11 AMR,2020,605,6.3,4029,655,3.6,0.1501613303549268,0.16257135765698685,RWD,Auto
Porsche,911 GT3 RS,2019,523,2.3,3273,509,3.2,0.15979223953559427,0.15551481820959365,AWD,DCT
Bugatti,Divo,2020,1572,5.1,4410,1827,2.36,0.3564625850340136,0.4142857142857143,AWD,DCT
Rolls-Royce,Phantom,2023,557,7.1,5687,529,5.01,0.09794267627923334,0.09301916652013364,RWD,Auto
Ferrari,812 Superfast,2023,785,3.8,3867,789,2.94,0.20299974140160332,0.20403413498836306,RWD,DCT
BMW,XM Label Red,2024,738,2.2,6086,882,3.69,0.12126191258626355,0.14492277357870523,RWD,Auto
Mercedes-AMG,GT63 S,2019,616,3.1,4528,674,3.2,0.13604240282685512,0.14885159010600707,RWD,Auto
McLaren,Artura,2024,677,7.4,3319,702,3.01,0.20397710153660742,0.2115094908104851,RWD,DCT
McLaren,720S,2020,717,3.3,3166,764,2.82,0.22646873025900188,0.24131396083385975,RWD,DCT
Ferrari,812 Superfast,2022,794,4.7,3824,853,2.85,0.20763598326359833,0.22306485355648537,RWD,DCT
Bentley,Continental GT Speed,2018,636,4.6,5087,678,3.63,0.1250245724395518,0.13328091212895615,AWD,DCT
Ferrari,812 Superfast,2018,810,3.0,3877,882,2.86,0.20892442610265669,0.22749548620067062,RWD,DCT
BMW,M8 Competition,2023,606,2.2,4317,656,3.16,0.14037526059763725,0.15195737780866342,RWD,Auto
Mercedes-AMG,SL63 AMG,2023,596,2.5,4141,546,3.6,0.14392658778072928,0.13185220961120503,RWD,Auto
Mercedes-AMG,GT63 S,2019,609,4.4,4632,680,3.02,0.13147668393782383,0.14680483592400692,RWD,Auto
Aston Martin,Valkyrie,2024,1112,4.7,2838,1035,2.3,0.3918252290345314,0.36469344608879495,RWD,Auto
McLaren,Artura,2023,642,3.1,3441,635,3.03,0.18657367044463818,0.1845393780877652,AWD,DCT
Aston Martin,DBS Superleggera,2019,701,2.3,3938,784,3.37,0.17800914169629253,0.19908583037074656,RWD,Auto
Aston Martin,DB11 AMR,2024,609,4.8,4097,658,3.52,0.14864535025628509,0.1606053209665609,RWD,Auto
Rolls-Royce,Wraith,2014,630,5.9,5306,746,4.49,0.11873350923482849,0.14059555220505088,RWD,Auto
Ferrari,812 Superfast,2021,798,2.3,3834,787,2.81,0.2081377151799687,0.20526864893062077,RWD,DCT
Aston Martin,DB11 AMR,2020,615,3.1,3958,669,3.54,0.15538150581101567,0.16902475997978778,RWD,Auto
Bentley,Flying Spur,2020,620,4.0,5099,566,3.87,0.12159246911159051,0.11100215728574231,RWD,Auto
Mercedes-AMG,SL63 AMG,2022,596,2.9,4130,675,3.55,0.14430992736077483,0.16343825665859565,RWD,Auto
Aston Martin,DBS Superleggera,2019,707,4.7,3880,819,3.26,0.18221649484536082,0.21108247422680412,RWD,Auto
BMW,XM Label Red,2023,738,6.9,5935,838,3.64,0.12434709351305813,0.14119629317607413,AWD,Auto
Mercedes-AMG,GT63 S,2022,620,7.9,4649,649,3.15,0.13336201333620135,0.13959991395999138,AWD,Auto
Bugatti,Chiron,2016,1524,7.6,4460,1381,2.34,0.3417040358744395,0.30964125560538114,AWD,DCT
BMW,XM Label Red,2024,743,2.2,6031,769,3.76,0.12319681644835019,0.12750787597413366,AWD,Auto
McLaren,765LT,2022,763,5.8,3005,739,2.63,0.253910149750416,0.2459234608985025,AWD,DCT
Rolls-Royce,Phantom,2015,551,6.5,5834,547,5.4,0.094446348988687,0.09376071306136441,AWD,Auto
Rolls-Royce,Wraith,2015,611,7.6,5343,555,4.32,0.11435523114355231,0.10387422796181921,AWD,Auto
Lamborghini,Revuelto,2024,1003,7.0,4412,1021,2.26,0.2273345421577516,0.2314143245693563,AWD,DCT
Porsche,911 GT3 RS,2017,515,3.2,3305,499,3.1,0.15582450832072617,0.15098335854765507,RWD,DCT
Bentley,Flying Spur,2020,553,5.5,4824,506,3.74,0.11463515754560531,0.10489220563847429,AWD,Auto
Porsche,911 GT3 RS,2021,511,6.4,3337,552,3.14,0.1531315552891819,0.1654180401558286,RWD,DCT
McLaren,765LT,2022,758,3.8,2968,741,2.65,0.2553908355795148,0.24966307277628033,RWD,DCT
Aston Martin,Valkyrie,2024,1125,2.3,2792,1287,2.31,0.40293696275071633,0.4609598853868195,AWD,Auto
Aston Martin,DBS Superleggera,2022,703,4.8,4084,822,3.26,0.17213516160626838,0.20127326150832517,RWD,Auto
Lamborghini,Huracan EVO,2023,622,5.1,3141,715,3.06,0.19802610633556192,0.22763451130213308,AWD,DCT
Lamborghini,Revuelto,2024,1010,6.8,4477,1164,2.13,0.22559749832477105,0.25999553272280546,RWD,DCT
Aston Martin,Valkyrie,2024,1150,5.8,2742,1198,2.5,0.4194018964259664,0.43690736688548504,RWD,Auto
Ferrari,F8 Tributo,2022,705,6.8,3283,671,2.85,0.21474261346329576,0.2043862321047822,RWD,DCT
McLaren,765LT,2020,754,5.9,2968,872,2.78,0.25404312668463613,0.29380053908355797,AWD,DCT
McLaren,Artura,2024,658,4.4,3405,673,3.1,0.1932452276064611,0.1976505139500734,RWD,DCT
Porsche,911 GT2 RS,2019,700,4.2,3395,733,2.72,0.20618556701030927,0.2159057437407953,AWD,DCT
Ferrari,F8 Tributo,2023,711,4.7,3162,785,2.81,0.22485768500948766,0.2482605945604048,RWD,DCT
Rolls-Royce,Wraith,2020,632,5.5,5227,627,4.35,0.12091065620814999,0.11995408456093361,RWD,Auto
Lamborghini,Aventador SVJ,2021,758,5.3,3955,760,2.73,0.19165613147914032,0.19216182048040456,AWD,Auto
Lamborghini,Huracan EVO,2020,615,2.1,3192,622,3.08,0.19266917293233082,0.19486215538847118,RWD,DCT
Ferrari,SF90 Stradale,2020,965,7.7,3684,1096,2.34,0.26194353963083605,0.2975027144408252,RWD,DCT
Bentley,Flying Spur,2023,554,7.4,4931,649,3.78,0.11235043601703508,0.13161630500912594,AWD,Auto
Aston Martin,DBS Superleggera,2019,702,7.1,4083,773,3.21,0.1719324026451139,0.189321577271614,AWD,Auto
Bugatti,Divo,2021,1483,6.0,4445,1636,2.38,0.33363329583802026,0.36805399325084365,RWD,DCT
Porsche,911 GT2 RS,2018,690,6.2,3307,765,2.79,0.2086483217417599,0.23132748714847293,AWD,DCT
Mercedes-AMG,GT63 S,2019,616,7.9,4602,625,3.26,0.1338548457192525,0.13581051716644937,RWD,Auto
Porsche,911 GT2 RS,2019,700,6.0,3304,674,2.73,0.211864406779661,0.20399515738498789,AWD,DCT
McLaren,Artura,2024,659,3.4,3455,611,3.04,0.19073806078147612,0.1768451519536903,RWD,DCT
Rolls-Royce,Phantom,2020,559,7.8,5648,593,5.17,0.09897308781869689,0.1049929178470255,RWD,Auto
BMW,XM Label Red,2024,744,5.7,6096,847,3.86,0.1220472440944882,0.13894356955380577,RWD,Auto
Lamborghini,Revuelto,2024,1014,7.2,4397,1022,2.38,0.23061178075960884,0.23243120309301796,RWD,DCT
Bentley,Bentayga Speed,2024,647,4.2,5649,714,3.99,0.11453354576031156,0.12639405204460966,RWD,Auto
Bugatti,Mistral,2023,1589,3.2,4463,1746,2.29,0.3560385390992606,0.3912166704010755,RWD,DCT
McLaren,Artura,2022,655,3.0,3438,751,3.07,0.19051774287376383,0.21844095404304828,AWD,DCT
Porsche,911 GT3 RS,2017,511,2.4,3335,485,3.08,0.15322338830584709,0.1454272863568216,AWD,DCT
McLaren,Artura,2022,648,4.3,3335,727,3.05,0.19430284857571214,0.21799100449775113,RWD,DCT
BMW,XM Label Red,2024,739,2.2,6061,779,3.82,0.12192707474014189,0.12852664576802508,RWD,Auto
BMW,M5 CS,2021,627,7.8,4111,718,3.02,0.15251763561177328,0.17465336900997325,AWD,Auto
BMW,XM Label Red,2024,739,4.8,5949,880,3.89,0.12422255841317868,0.1479240208438393,RWD,Auto
Rolls-Royce,Wraith,2020,636,6.4,5332,688,4.43,0.11927981995498875,0.12903225806451613,AWD,Auto
Rolls-Royce,Wraith,2021,637,7.8,5221,692,4.38,0.1220072782991764,0.13254165868607545,RWD,Auto
Aston Martin,Valkyrie,2022,1158,3.9,2776,1214,2.4,0.41714697406340057,0.4373198847262248,AWD,Auto
Lamborghini,Aventador SVJ,2019,765,3.0,4005,874,2.77,0.19101123595505617,0.21822721598002498,RWD,Auto
Porsche,911 Turbo S,2016,612,2.5,3584,569,2.31,0.17075892857142858,0.15876116071428573,AWD,DCT
Bentley,Flying Spur,2023,554,4.1,5110,587,3.88,0.10841487279843444,0.11487279843444227,RWD,Auto
Lamborghini,Revuelto,2024,1020,7.6,4333,1203,2.31,0.23540272328640666,0.27763674128779137,AWD,DCT
Porsche,911 GT2 RS,2020,699,6.2,3328,696,2.62,0.21003605769230768,0.2091346153846154,AWD,DCT
Aston Martin,Valkyrie,2022,1144,3.9,2795,1037,2.54,0.40930232558139534,0.37101967799642216,AWD,Auto
Lamborghini,Huracan EVO,2023,624,3.8,3301,663,3.15,0.1890336261738867,0.20084822780975461,AWD,DCT
Porsche,911 GT3 RS,2021,517,5.5,3226,487,3.29,0.16026038437693738,0.1509609423434594,RWD,DCT
Rolls-Royce,Wraith,2018,631,2.5,5395,699,4.25,0.11696014828544948,0.12956441149212233,RWD,Auto
Bentley,Flying Spur,2020,547,5.1,4829,525,3.71,0.1132739697659971,0.10871816110996066,RWD,Auto
Porsche,911 Turbo S,2018,621,4.6,3675,565,2.54,0.1689795918367347,0.15374149659863945,RWD,DCT
BMW,XM Label Red,2023,745,7.1,5924,884,3.82,0.12575962187711007,0.14922349763673193,RWD,Auto
Lamborghini,Revuelto,2023,1002,4.2,4392,972,2.14,0.22814207650273224,0.22131147540983606,AWD,DCT
Porsche,911 GT3 RS,2024,509,6.1,3260,552,3.22,0.15613496932515336,0.16932515337423312,AWD,DCT
Lamborghini,Aventador SVJ,2018,754,4.5,3876,688,2.89,0.19453044375644996,0.17750257997936017,RWD,Auto
McLaren,765LT,2020,756,4.0,2989,849,2.65,0.2529274004683841,0.28404148544663765,RWD,DCT
Porsche,911 Turbo S,2017,624,6.5,3641,627,2.33,0.17138148860203242,0.17220543806646527,AWD,DCT
Ferrari,SF90 Stradale,2021,969,7.4,3769,1055,2.21,0.2570973733085699,0.27991509684266386,AWD,DCT
Lamborghini,Huracan EVO,2020,639,2.7,3162,628,2.9,0.20208728652751423,0.19860847564832385,AWD,DCT
Aston Martin,DBS Superleggera,2022,707,5.4,4051,704,3.27,0.17452480868921255,0.17378425080227106,AWD,Auto
Bugatti,Divo,2020,1572,6.2,4500,1863,2.36,0.34933333333333333,0.414,AWD,DCT
Bugatti,Divo,2021,1571,7.6,4434,1466,2.34,0.35430762291384754,0.33062697338746055,RWD,DCT
Bugatti,Mistral,2023,1598,5.4,4401,1455,2.29,0.36309929561463306,0.33060668029993184,RWD,DCT
Ferrari,SF90 Stradale,2022,957,3.8,3882,1037,2.35,0.24652241112828438,0.2671303451828954,RWD,DCT
Lamborghini,Aventador SVJ,2020,767,3.0,3957,834,2.73,0.1938337124083902,0.21076573161485973,RWD,Auto
Ferrari,812 Superfast,2021,786,2.0,3720,808,2.85,0.21129032258064517,0.2172043010752688,RWD,DCT
McLaren,Artura,2024,658,5.9,3420,756,3.1,0.19239766081871346,0.22105263157894736,RWD,DCT
Aston Martin,DB11 AMR,2023,627,3.6,4062,621,3.54,0.15435745937961595,0.15288035450516987,RWD,Auto
Bentley,Continental GT Speed,2015,656,4.4,4935,680,3.53,0.13292806484295847,0.13779128672745694,RWD,DCT
BMW,M8 Competition,2020,617,5.3,4413,594,3.03,0.13981418536143214,0.13460231135282122,AWD,Auto
Aston Martin,DB11 AMR,2018,629,7.0,4064,654,3.65,0.1547736220472441,0.1609251968503937,AWD,Auto
Porsche,911 GT2 RS,2020,696,7.2,3300,676,2.6,0.2109090909090909,0.20484848484848484,RWD,DCT
Ferrari,812 Superfast,2020,796,7.8,3815,936,2.92,0.20865006553079948,0.2453473132372215,RWD,DCT
Rolls-Royce,Wraith,2015,614,6.4,5306,659,4.38,0.1157180550320392,0.1241990199773841,AWD,Auto
Ferrari,812 Superfast,2021,801,5.2,3800,895,2.91,0.21078947368421053,0.2355263157894737,RWD,DCT
Mercedes-AMG,SL63 AMG,2018,586,6.7,4198,633,3.5,0.13959028108623153,0.15078608861362552,AWD,Auto
McLaren,Artura,2024,661,5.4,3465,679,3.03,0.19076479076479078,0.19595959595959597,AWD,DCT
Ferrari,F8 Tributo,2023,710,6.5,3290,800,2.84,0.21580547112462006,0.24316109422492402,RWD,DCT
Rolls-Royce,Ghost,2024,552,4.5,5402,588,4.53,0.1021843761569789,0.10884857460199926,RWD,Auto
Ferrari,812 Superfast,2017,781,3.1,3688,721,2.87,0.21176789587852496,0.19549891540130152,AWD,DCT
Mercedes-AMG,SL63 AMG,2020,585,6.8,4233,589,3.58,0.13819985825655565,0.13914481455232697,RWD,Auto
Aston Martin,Valkyrie,2024,1119,4.7,2706,1248,2.46,0.41352549889135254,0.4611973392461197,AWD,Auto
McLaren,765LT,2023,754,2.8,3033,686,2.76,0.2485987471150676,0.22617870095614903,RWD,DCT
Porsche,911 GT2 RS,2019,699,6.8,3294,641,2.63,0.2122040072859745,0.19459623557984213,RWD,DCT
Porsche,911 GT3 RS,2020,506,5.4,3243,554,3.12,0.15602836879432624,0.17082947887758249,RWD,DCT
McLaren,Artura,2024,642,5.7,3392,651,3.0,0.1892688679245283,0.19192216981132076,RWD,DCT
Bentley,Flying Spur,2020,595,3.1,5159,598,3.85,0.11533242876526459,0.1159139368094592,RWD,Auto
Bugatti,Mistral,2024,1582,6.3,4428,1540,2.1,0.35727190605239384,0.34778681120144533,AWD,DCT
Aston Martin,DBS Superleggera,2019,701,4.6,4067,756,3.27,0.17236292107204326,0.18588640275387264,RWD,Auto
Aston Martin,DB11 AMR,2019,613,2.9,4002,684,3.63,0.15317341329335332,0.17091454272863568,RWD,Auto
